date,trump_odds,biden_odds,source,pre_first_results,trump_odds_dec,biden_odds_dec,hold,trump_win_perc,biden_win_perc
2020-05-09 00:00:00,-130,+123,1.0,True,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-10 00:00:00,-130,+123,1.0,True,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-11 00:00:00,-130,+123,1.0,True,1.7692307692307692,2.23,1.3464283657261915,0.5576,0.4424
2020-05-12 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-13 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-14 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-15 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-16 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-17 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-18 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-19 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-20 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-21 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-22 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-23 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-24 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-25 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-26 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-27 00:00:00,-131,+120,1.0,True,1.7633587786259541,2.2,2.118646107288671,0.5551,0.4449
2020-05-28 00:00:00,-132,+112,1.0,True,1.7575757575757576,2.12,3.9074871537517466,0.5467,0.4533
2020-05-29 00:00:00,-132,+112,1.0,True,1.7575757575757576,2.12,3.9074871537517466,0.5467,0.4533
2020-05-30 00:00:00,-132,+112,1.0,True,1.7575757575757576,2.12,3.9074871537517466,0.5467,0.4533
2020-05-31 00:00:00,-132,+112,1.0,True,1.7575757575757576,2.12,3.9074871537517466,0.5467,0.4533
2020-06-01 00:00:00,-130,+110,1.0,True,1.7692307692307692,2.1,3.9761405240603467,0.5427,0.4573
2020-06-02 00:00:00,-130,+110,1.0,True,1.7692307692307692,2.1,3.9761405240603467,0.5427,0.4573
2020-06-03 00:00:00,+101,-114,1.0,True,2.01,1.8771929824561404,2.9336036277317152,0.4829,0.5171
2020-06-04 00:00:00,+101,-114,1.0,True,2.01,1.8771929824561404,2.9336036277317152,0.4829,0.5171
2020-06-05 00:00:00,+101,-114,1.0,True,2.01,1.8771929824561404,2.9336036277317152,0.4829,0.5171
2020-06-06 00:00:00,+101,-114,1.0,True,2.01,1.8771929824561404,2.9336036277317152,0.4829,0.5171
2020-06-07 00:00:00,+101,-114,1.0,True,2.01,1.8771929824561404,2.9336036277317152,0.4829,0.5171
2020-06-08 00:00:00,+101,-114,1.0,True,2.01,1.8771929824561404,2.9336036277317152,0.4829,0.5171
2020-06-09 00:00:00,+108,-123,1.0,True,2.08,1.8130081300813008,3.1325554093982655,0.4657,0.5343
2020-06-10 00:00:00,+108,-123,1.0,True,2.08,1.8130081300813008,3.1325554093982655,0.4657,0.5343
2020-06-11 00:00:00,+108,-123,1.0,True,2.08,1.8130081300813008,3.1325554093982655,0.4657,0.5343
2020-06-12 00:00:00,+108,-123,1.0,True,2.08,1.8130081300813008,3.1325554093982655,0.4657,0.5343
2020-06-13 00:00:00,+108,-123,1.0,True,2.08,1.8130081300813008,3.1325554093982655,0.4657,0.5343
2020-06-14 00:00:00,+108,-123,1.0,True,2.08,1.8130081300813008,3.1325554093982655,0.4657,0.5343
2020-06-15 00:00:00,+113,-130,1.0,True,2.13,1.7692307692307692,3.3536946989461893,0.4538,0.5462
2020-06-16 00:00:00,+113,-130,1.0,True,2.13,1.7692307692307692,3.3536946989461893,0.4538,0.5462
2020-06-17 00:00:00,+113,-130,1.0,True,2.13,1.7692307692307692,3.3536946989461893,0.4538,0.5462
2020-06-18 00:00:00,+113,-130,1.0,True,2.13,1.7692307692307692,3.3536946989461893,0.4538,0.5462
2020-06-19 00:00:00,+113,-130,1.0,True,2.13,1.7692307692307692,3.3536946989461893,0.4538,0.5462
2020-06-20 00:00:00,+113,-130,1.0,True,2.13,1.7692307692307692,3.3536946989461893,0.4538,0.5462
2020-06-21 00:00:00,+123,-145,1.0,True,2.23,1.6896551724137931,3.8708512672600177,0.4311,0.5689
2020-06-22 00:00:00,+123,-145,1.0,True,2.23,1.6896551724137931,3.8708512672600177,0.4311,0.5689
2020-06-23 00:00:00,+123,-145,1.0,True,2.23,1.6896551724137931,3.8708512672600177,0.4311,0.5689
2020-06-24 00:00:00,+123,-145,1.0,True,2.23,1.6896551724137931,3.8708512672600177,0.4311,0.5689
2020-06-25 00:00:00,+135,-159,1.0,True,2.35,1.6289308176100628,3.793567686629034,0.4094,0.5906
2020-06-26 00:00:00,+135,-159,1.0,True,2.35,1.6289308176100628,3.793567686629034,0.4094,0.5906
2020-06-27 00:00:00,+135,-159,1.0,True,2.35,1.6289308176100628,3.793567686629034,0.4094,0.5906
2020-06-28 00:00:00,+135,-159,1.0,True,2.35,1.6289308176100628,3.793567686629034,0.4094,0.5906
2020-06-29 00:00:00,+135,-159,1.0,True,2.35,1.6289308176100628,3.793567686629034,0.4094,0.5906
2020-06-30 00:00:00,+135,-159,1.0,True,2.35,1.6289308176100628,3.793567686629034,0.4094,0.5906
2020-07-01 00:00:00,+148,-166,1.0,True,2.48,1.6024096385542168,2.656109471185445,0.3925,0.6075
2020-07-02 00:00:00,+148,-166,1.0,True,2.48,1.6024096385542168,2.656109471185445,0.3925,0.6075
2020-07-03 00:00:00,+148,-166,1.0,True,2.48,1.6024096385542168,2.656109471185445,0.3925,0.6075
2020-07-04 00:00:00,+148,-166,1.0,True,2.48,1.6024096385542168,2.656109471185445,0.3925,0.6075
2020-07-05 00:00:00,+148,-166,1.0,True,2.48,1.6024096385542168,2.656109471185445,0.3925,0.6075
2020-07-06 00:00:00,+148,-166,1.0,True,2.48,1.6024096385542168,2.656109471185445,0.3925,0.6075
2020-07-07 00:00:00,+130,-150,1.0,True,2.3,1.6666666666666665,3.3613249824704705,0.4202,0.5798
2020-07-08 00:00:00,+130,-150,1.0,True,2.3,1.6666666666666665,3.3613249824704705,0.4202,0.5798
2020-07-09 00:00:00,+130,-150,1.0,True,2.3,1.6666666666666665,3.3613249824704705,0.4202,0.5798
2020-07-10 00:00:00,+136,-158,1.0,True,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-11 00:00:00,+136,-158,1.0,True,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-12 00:00:00,+136,-158,1.0,True,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-13 00:00:00,+136,-158,1.0,True,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-14 00:00:00,+136,-158,1.0,True,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-15 00:00:00,+136,-158,1.0,True,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-16 00:00:00,+136,-158,1.0,True,2.3600000000000003,1.6329113924050633,3.4871828997460192,0.4089,0.5911
2020-07-17 00:00:00,+144,-168,1.0,True,2.44,1.5952380952380953,3.540233250007935,0.3953,0.6047
2020-07-18 00:00:00,+144,-168,1.0,True,2.44,1.5952380952380953,3.540233250007935,0.3953,0.6047
2020-07-19 00:00:00,+144,-168,1.0,True,2.44,1.5952380952380953,3.540233250007935,0.3953,0.6047
2020-07-20 00:00:00,+144,-168,1.0,True,2.44,1.5952380952380953,3.540233250007935,0.3953,0.6047
2020-07-21 00:00:00,+144,-168,1.0,True,2.44,1.5952380952380953,3.540233250007935,0.3953,0.6047
2020-07-22 00:00:00,+151,-175,1.0,True,2.51,1.5714285714285714,3.3601911700961997,0.385,0.615
2020-07-23 00:00:00,+151,-175,1.0,True,2.51,1.5714285714285714,3.3601911700961997,0.385,0.615
2020-07-24 00:00:00,+151,-175,1.0,True,2.51,1.5714285714285714,3.3601911700961997,0.385,0.615
2020-07-25 00:00:00,+151,-175,1.0,True,2.51,1.5714285714285714,3.3601911700961997,0.385,0.615
2020-07-26 00:00:00,+151,-175,1.0,True,2.51,1.5714285714285714,3.3601911700961997,0.385,0.615
2020-07-27 00:00:00,+149,-175,1.0,True,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-07-28 00:00:00,+149,-175,1.0,True,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-07-29 00:00:00,+149,-175,1.0,True,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-07-30 00:00:00,+149,-175,1.0,True,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-07-31 00:00:00,+149,-175,1.0,True,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-08-01 00:00:00,+149,-175,1.0,True,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-08-02 00:00:00,+149,-175,1.0,True,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-08-03 00:00:00,+149,-175,1.0,True,2.49,1.5714285714285714,3.6581101818287722,0.3869,0.6131
2020-08-04 00:00:00,+142,-170,1.0,True,2.42,1.5882352941176472,4.109173023904461,0.3962,0.6038
2020-08-05 00:00:00,+142,-170,1.0,True,2.42,1.5882352941176472,4.109173023904461,0.3962,0.6038
2020-08-06 00:00:00,+142,-170,1.0,True,2.42,1.5882352941176472,4.109173023904461,0.3962,0.6038
2020-08-07 00:00:00,+142,-170,1.0,True,2.42,1.5882352941176472,4.109173023904461,0.3962,0.6038
2020-08-08 00:00:00,+142,-170,1.0,True,2.42,1.5882352941176472,4.109173023904461,0.3962,0.6038
2020-08-09 00:00:00,+142,-170,1.0,True,2.42,1.5882352941176472,4.109173023904461,0.3962,0.6038
2020-08-10 00:00:00,+128,-157,1.0,True,2.2800000000000002,1.6369426751592355,4.715758932446298,0.4179,0.5821
2020-08-11 00:00:00,+128,-157,1.0,True,2.2800000000000002,1.6369426751592355,4.715758932446298,0.4179,0.5821
2020-08-12 00:00:00,+127,-156,1.0,True,2.27,1.641025641025641,4.753143493270046,0.4196,0.5804
2020-08-13 00:00:00,+127,-156,1.0,True,2.27,1.641025641025641,4.753143493270046,0.4196,0.5804
2020-08-14 00:00:00,+127,-156,1.0,True,2.27,1.641025641025641,4.753143493270046,0.4196,0.5804
2020-08-15 00:00:00,+127,-156,1.0,True,2.27,1.641025641025641,4.753143493270046,0.4196,0.5804
2020-08-16 00:00:00,+127,-156,1.0,True,2.27,1.641025641025641,4.753143493270046,0.4196,0.5804
2020-08-17 00:00:00,+116,-144,1.0,True,2.16,1.6944444444444444,5.04468182496712,0.4396,0.5604
2020-08-18 00:00:00,+116,-144,1.0,True,2.16,1.6944444444444444,5.04468182496712,0.4396,0.5604
2020-08-19 00:00:00,+116,-144,1.0,True,2.16,1.6944444444444444,5.04468182496712,0.4396,0.5604
2020-08-20 00:00:00,+116,-144,1.0,True,2.16,1.6944444444444444,5.04468182496712,0.4396,0.5604
2020-08-21 00:00:00,+104,-138,1.0,True,2.04,1.7246376811594204,6.544503171922786,0.4581,0.5419
2020-08-22 00:00:00,+104,-138,1.0,True,2.04,1.7246376811594204,6.544503171922786,0.4581,0.5419
2020-08-23 00:00:00,+104,-138,1.0,True,2.04,1.7246376811594204,6.544503171922786,0.4581,0.5419
2020-08-24 00:00:00,+104,-136,1.0,True,2.04,1.7352941176470589,6.232454770142051,0.4596,0.5404
2020-08-25 00:00:00,+104,-136,1.0,True,2.04,1.7352941176470589,6.232454770142051,0.4596,0.5404
2020-08-26 00:00:00,+104,-136,1.0,True,2.04,1.7352941176470589,6.232454770142051,0.4596,0.5404
2020-08-27 00:00:00,+104,-136,1.0,True,2.04,1.7352941176470589,6.232454770142051,0.4596,0.5404
2020-08-28 00:00:00,-110,-115,1.0,True,1.9090909090909092,1.8695652173913042,5.5439288407115885,0.4948,0.5052
2020-08-29 00:00:00,-110,-115,1.0,True,1.9090909090909092,1.8695652173913042,5.5439288407115885,0.4948,0.5052
2020-08-30 00:00:00,-110,-115,1.0,True,1.9090909090909092,1.8695652173913042,5.5439288407115885,0.4948,0.5052
2020-08-31 00:00:00,-117,-106,1.0,True,1.8547008547008548,1.9433962264150944,5.099348836595312,0.5117,0.4883
2020-09-01 00:00:00,-117,-106,1.0,True,1.8547008547008548,1.9433962264150944,5.099348836595312,0.5117,0.4883
2020-09-02 00:00:00,-117,-106,1.0,True,1.8547008547008548,1.9433962264150944,5.099348836595312,0.5117,0.4883
2020-09-03 00:00:00,-117,-106,1.0,True,1.8547008547008548,1.9433962264150944,5.099348836595312,0.5117,0.4883
2020-09-04 00:00:00,-117,-106,1.0,True,1.8547008547008548,1.9433962264150944,5.099348836595312,0.5117,0.4883
2020-09-05 00:00:00,-116,-109,1.0,True,1.8620689655172413,1.9174311926605505,5.532754379739916,0.5073,0.4927
2020-09-06 00:00:00,-116,-109,1.0,True,1.8620689655172413,1.9174311926605505,5.532754379739916,0.5073,0.4927
2020-09-07 00:00:00,-116,-109,1.0,True,1.8620689655172413,1.9174311926605505,5.532754379739916,0.5073,0.4927
2020-09-08 00:00:00,-116,-109,1.0,True,1.8620689655172413,1.9174311926605505,5.532754379739916,0.5073,0.4927
2020-09-09 00:00:00,-110,-114,1.0,True,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-10 00:00:00,-110,-114,1.0,True,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-11 00:00:00,-110,-114,1.0,True,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-12 00:00:00,-110,-114,1.0,True,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-13 00:00:00,-110,-114,1.0,True,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-14 00:00:00,-110,-114,1.0,True,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-15 00:00:00,-110,-114,1.0,True,1.9090909090909092,1.8771929824561404,5.349619818869315,0.4958,0.5042
2020-09-16 00:00:00,+100,-122,1.0,True,2.0,1.819672131147541,4.72103547825043,0.4764,0.5236
2020-09-17 00:00:00,+100,-122,1.0,True,2.0,1.819672131147541,4.72103547825043,0.4764,0.5236
2020-09-18 00:00:00,+100,-122,1.0,True,2.0,1.819672131147541,4.72103547825043,0.4764,0.5236
2020-09-19 00:00:00,+103,-126,1.0,True,2.0300000000000002,1.7936507936507935,4.773967832275667,0.4691,0.5309
2020-09-20 00:00:00,+103,-126,1.0,True,2.0300000000000002,1.7936507936507935,4.773967832275667,0.4691,0.5309
2020-09-21 00:00:00,+103,-126,1.0,True,2.0300000000000002,1.7936507936507935,4.773967832275667,0.4691,0.5309
2020-09-22 00:00:00,+108,-130,1.0,True,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-23 00:00:00,+108,-130,1.0,True,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-24 00:00:00,+108,-130,1.0,True,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-25 00:00:00,+108,-130,1.0,True,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-26 00:00:00,+108,-130,1.0,True,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-27 00:00:00,+108,-130,1.0,True,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-28 00:00:00,+108,-130,1.0,True,2.08,1.7692307692307692,4.396494697969181,0.4597,0.5403
2020-09-29 00:00:00,+107,-129,1.0,True,2.0700000000000003,1.7751937984496124,4.435199667501491,0.4617,0.5383
2020-09-30 00:00:00,+129,-148,1.0,True,2.29,1.6756756756756757,3.2372144219218226,0.4225,0.5775
2020-10-01 00:00:00,+129,-148,1.0,True,2.29,1.6756756756756757,3.2372144219218226,0.4225,0.5775
2020-10-02 00:00:00,+148,-183,1.0,True,2.48,1.5464480874316942,4.750012728233713,0.3841,0.6159
2020-10-03 00:00:00,+148,-183,1.0,True,2.48,1.5464480874316942,4.750012728233713,0.3841,0.6159
2020-10-04 00:00:00,+148,-183,1.0,True,2.48,1.5464480874316942,4.750012728233713,0.3841,0.6159
2020-10-05 00:00:00,+148,-183,1.0,True,2.48,1.5464480874316942,4.750012728233713,0.3841,0.6159
2020-10-06 00:00:00,+151,-179,1.0,True,2.51,1.558659217877095,3.8446089433840767,0.3831,0.6169
2020-10-07 00:00:00,+151,-179,1.0,True,2.51,1.558659217877095,3.8446089433840767,0.3831,0.6169
2020-10-08 00:00:00,+151,-179,1.0,True,2.51,1.558659217877095,3.8446089433840767,0.3831,0.6169
2020-10-09 00:00:00,+175,-202,1.0,True,2.75,1.495049504950495,3.1486824051350863,0.3522,0.6478
2020-10-10 00:00:00,+175,-202,1.0,True,2.75,1.495049504950495,3.1486824051350863,0.3522,0.6478
2020-10-11 00:00:00,+175,-202,1.0,True,2.75,1.495049504950495,3.1486824051350863,0.3522,0.6478
2020-10-12 00:00:00,+184,-221,1.0,True,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-13 00:00:00,+184,-221,1.0,True,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-14 00:00:00,+184,-221,1.0,True,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-15 00:00:00,+184,-221,1.0,True,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-16 00:00:00,+184,-221,1.0,True,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-17 00:00:00,+184,-221,1.0,True,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-18 00:00:00,+184,-221,1.0,True,2.84,1.4524886877828054,3.9003207592180864,0.3384,0.6616
2020-10-19 00:00:00,+139,-166,1.0,True,2.3899999999999997,1.6024096385542168,4.0739826716389675,0.4013,0.5987
2020-10-20 00:00:00,+139,-166,1.0,True,2.3899999999999997,1.6024096385542168,4.0739826716389675,0.4013,0.5987
2020-10-21 00:00:00,+139,-166,1.0,True,2.3899999999999997,1.6024096385542168,4.0739826716389675,0.4013,0.5987
2020-10-22 00:00:00,+139,-166,1.0,True,2.3899999999999997,1.6024096385542168,4.0739826716389675,0.4013,0.5987
2020-10-23 00:00:00,+139,-166,1.0,True,2.3899999999999997,1.6024096385542168,4.0739826716389675,0.4013,0.5987
2020-10-24 00:00:00,+139,-166,1.0,True,2.3899999999999997,1.6024096385542168,4.0739826716389675,0.4013,0.5987
2020-10-25 00:00:00,+170,-207,1.0,True,2.7,1.4830917874396135,4.273006803754424,0.3546,0.6454
2020-10-26 00:00:00,+167,-202,1.0,True,2.67,1.495049504950495,4.160020056679632,0.3589,0.6411
2020-10-27 00:00:00,+167,-202,1.0,True,2.67,1.495049504950495,4.160020056679632,0.3589,0.6411
2020-10-28 00:00:00,+163,-191,1.0,True,2.63,1.5235602094240837,3.529448423316859,0.3668,0.6332
2020-10-29 00:00:00,+163,-191,1.0,True,2.63,1.5235602094240837,3.529448423316859,0.3668,0.6332
2020-10-30 00:00:00,+163,-191,1.0,True,2.63,1.5235602094240837,3.529448423316859,0.3668,0.6332
2020-10-31 00:00:00,+163,-191,1.0,True,2.63,1.5235602094240837,3.529448423316859,0.3668,0.6332
2020-11-01 00:00:00,+157,-188,1.0,True,2.5700000000000003,1.5319148936170213,4.0198966612348785,0.3735,0.6265
2020-11-02 00:00:00,+157,-188,1.0,True,2.5700000000000003,1.5319148936170213,4.0198966612348785,0.3735,0.6265
2020-11-03 10:00:00,+140,-170,2.0,True,2.4,1.5882352941176472,4.42477873585519,0.3983,0.6017
2020-11-03 12:00:00,+160,-190,2.0,True,2.6,1.526315789473684,3.8265419161567724,0.3699,0.6301
2020-11-03 13:15:00,+170,-200,2.0,True,2.7,1.5,3.5714259029042226,0.3571,0.6429
2020-11-03 14:00:00,+180,-210,2.0,True,2.8,1.4761904761904763,3.3407764342153063,0.3452,0.6548
2020-11-03 14:30:00,+175,-205,2.0,True,2.75,1.4878048780487805,3.4532455576415004,0.3511,0.6489
2020-11-03 15:45:00,+170,-200,2.0,True,2.7,1.5,3.5714259029042226,0.3571,0.6429
2020-11-03 18:00:00,+170,-200,2.0,True,2.7,1.5,3.5714259029042226,0.3571,0.6429
2020-11-03 19:00:00,+170,-200,2.0,False,2.7,1.5,3.5714259029042226,0.3571,0.6429
2020-11-03 19:10:00,+175,-215,2.0,False,2.75,1.4651162790697674,4.413806714295253,0.3476,0.6524
2020-11-03 19:20:00,+190,-220,2.0,False,2.9,1.4545454545454546,3.1315251655237146,0.334,0.666
2020-11-03 19:25:00,+180,-210,2.0,False,2.8,1.4761904761904763,3.3407764342153063,0.3452,0.6548
2020-11-03 19:30:00,+160,-190,2.0,False,2.6,1.526315789473684,3.8265419161567724,0.3699,0.6301
2020-11-03 19:35:00,+145,-175,2.0,False,2.45,1.5714285714285714,4.262866414673021,0.3908,0.6092
2020-11-03 19:45:00,+125,-155,2.0,False,2.25,1.6451612903225805,4.9689198941980415,0.4224,0.5776
2020-11-03 19:50:00,+105,-135,2.0,False,2.05,1.7407407407407407,5.8622398547192995,0.4592,0.5408
2020-11-03 20:00:00,+100,-135,2.0,False,2.0,1.7407407407407407,6.9306923003655205,0.4653,0.5347
2020-11-03 20:15:00,-110,-120,2.0,False,1.9090909090909092,1.8333333333333335,6.47772763667337,0.4899,0.5101
2020-11-03 20:25:00,+100,-130,2.0,False,2.0,1.7692307692307692,6.122452862209936,0.4694,0.5306
2020-11-03 20:35:00,+120,-150,2.0,False,2.2,1.6666666666666665,5.172413500750107,0.431,0.569
2020-11-03 20:45:00,+135,-180,2.0,False,2.35,1.5555555555555556,6.401127123793862,0.3983,0.6017
2020-11-03 20:50:00,+115,-150,2.0,False,2.15,1.6666666666666665,6.113516004345257,0.4367,0.5633
2020-11-03 21:00:00,+110,-145,2.0,False,2.1,1.6896551724137931,6.369407485328228,0.4459,0.5541
2020-11-03 21:20:00,-110,-120,2.0,False,1.9090909090909092,1.8333333333333335,6.47772763667337,0.4899,0.5101
2020-11-03 21:25:00,-120,-110,2.0,False,1.8333333333333335,1.9090909090909092,6.4777229537575725,0.5101,0.4899
2020-11-03 21:30:00,-200,+150,2.0,False,1.5,2.5,6.2499839346828345,0.625,0.375
2020-11-03 21:35:00,-245,+180,2.0,False,1.4081632653061225,2.8,6.304572926979017,0.6654,0.3346
2020-11-03 21:40:00,-220,+155,2.0,False,1.4545454545454546,2.55,7.377965578921137,0.6368,0.3632
2020-11-03 22:00:00,-370,+260,2.0,False,1.2702702702702702,3.6,6.1043242689416255,0.7392,0.2608
2020-11-03 22:10:00,-775,+450,2.0,False,1.129032258064516,5.5,6.326047801011986,0.8297,0.1703
2020-11-03 22:20:00,-300,+220,2.0,False,1.3333333333333333,3.2,5.8823512912208855,0.7059,0.2941
2020-11-03 22:35:00,-250,+185,2.0,False,1.4,2.85,6.117639784251379,0.6706,0.3294
2020-11-03 22:45:00,-270,+200,2.0,False,1.3703703703703702,3.0,5.932187733334946,0.6865,0.3135
2020-11-03 23:00:00,-240,+180,2.0,False,1.4166666666666667,2.8,5.928863506378398,0.6641,0.3359
